"","season","day","date","home_team","away_team","home_score","away_score","stadium","home_1","home_2","home_3","home_4","home_5","home_6","home_7","home_8","home_9","home_10","home_11","home_12","home_13","home_14","home_15","home_16","home_17","home_18","home_19","home_20","home_21","home_22","home_23","away_1","away_2","away_3","away_4","away_5","away_6","away_7","away_8","away_9","away_10","away_11","away_12","away_13","away_14","away_15","away_16","away_17","away_18","away_19","away_20","away_21","away_22","away_23","delayed_game","score_diff","winning_team"
"1570","2013-2014","J14","2013-12-21","ASM Clermont","Biarritz Olympique PB",35,6,"Parc des Sports Marcel Michelin","RAPHAËL CHAUME","TI'I PAULO","CLÉMENT RIC","JULIEN PIERRE","LOÏC JACQUET","GERHARD VOSLOO","ARTHUR ROULIN","FRITZ LEE","LUDOVIC RADOSAVLJEVIC","MIKE DELANY","JULIEN MALZIEU","NOA NAKAITACI","REGAN KING","SITIVENI SIVIVATU","JEAN-MARCELLIN BUTTIN","BENOIT CABELLO","VINCENT DEBATY","NATHAN HINES","JULIEN BARDY","THIERRY LACRAMPE","BROCK JAMES","WESLEY FOFANA","DAVIT ZIRAKASHVILI","THOMAS SYNAEGHEL","JEAN-PHILIPPE GENEVOIS","FRANCISCO GOMEZ KODELA","ERIK LUND","ERIC DOS SANTOS MADEIRA","BENOÎT GUYOT","TANGUY MOLCARD","IMANOL HARINORDOQUY","YANN LESGOURGUES","DANIEL WAENGA","ALED BREW","BENOIT BABY","CHARLES GIMENEZ","TAKUDZWA NGWENYA","DAMIEN TRAILLE","ROMAIN RUFFENACH","ALEXANDRE MENINI","ADDISON LOCKLEY","UELENI FONO","DIMITRI YACHVILI","JULIEN PEYRELONGUE","TEDDY THOMAS","EUGÈNE VAN STADEN",0,29,"ASM Clermont"
"1571","2013-2014","J14","2013-12-21","Oyonnax","Aviron Bayonnais",9,6,"Stade Charles Mathon","LUKAS RAPANT","JODY JENNEKER","MARC CLERC","THIBAULT LASSALLE","DAMIAN BROWNE","JOE EL ABD","VALENTIN URSACHE","CHRISTOPHE ANDRÉ","AGUSTIN FIGUEROLA","BENJAMIN URDAPILLETA","SAMU WARA","HEMANI PAEA","GUILLAUME BOUSSES","SILVÈRE TIAN","LUCAS AMOROSINO","NEIL CLARK","CLÉMENT BAIOCCO","DAMIEN LAGRANGE","NEMIA SOQETA","FABIEN CIBRAY","RÉGIS LESPINAS","ROIMATA HANSELL PUNE","ANTOINE TICHIT","JAKOBUS CHRISTO JANSE VAN RENSBURG","DAVID ROUMIEU","GERT MULLER","DEWALD SENEKAL","LISIATE FA'AOSO","MARK CHISHOLM","JULIEN PURICELLI","DWAYNE HAARE","GUILLAUME ROUET","SANTIAGO FERNANDEZ","MARVIN O'CONNOR","GABIRIELE LOVOBALAVU","JOE ROKOCOKO","MARTIN BUSTOS-MOYANO","SCOTT SPEDDING","ANTHONY ÉTRILLARD","NEEMIA TIALATA","ABDELLATIF BOUTATY","JEAN MONRIBOT","MATHIEU BÉLIE","STEPHEN BRETT","MANU AHOTAEILOA","ARETZ IGUINIZ",0,3,"Oyonnax"
"1572","2013-2014","J14","2013-12-21","Stade Toulousain","Union Bordeaux-Bègles",18,16,"Stade Ernest Wallon","GURTHRÖ STEENKAMP","CHRISTOPHER TOLOFUA","YOHAN MONTÈS","ROMAIN MILLO-CHLUSKI","IOSEFA TEKORI","YANNICK NYANGA","LOUIS PICAMOLES","GILLIAN GALAN","JEAN-MARC DOUSSAIN","LIONEL BEAUXIS","HOSEA GEAR","GAËL FICKOU","FLORIAN FRITZ","YOANN HUGET","MAXIME MÉDARD","CHILIBOY RALEPELLE","SCHALK FERREIRA","YOANN MAESTRI","THIERRY DUSAUTOIR","JANO VERMAAK","CLÉMENT POITRENAUD","EDWIN MAKA","CENSUS JOHNSTON","JEAN-BAPTISTE POUX","OLE AVEI","BENJAMIN SA","JANDRÉ MARAIS","ALIKISIO FAKATE","LOUIS-BENOÎT MADAULE","MATTHEW CLARKIN","TAIASINA TUIFUA","HEINI ADAMS","PIERRE BERNARD","BLAIR CONNOR","JULIEN REY","FÉLIX LE BOURHIS","METUISELA TALEBULA","DARLY DOMVO","CLÉMENT MAYNADIER","JEFFERSON POIROT","CAMERON TRELOAR","HUGH CHALMERS","THIBAULT LACROIX","EMMANUEL SAUBUSSE","NICOLÁS SANCHEZ","PATRICK TOETU",0,2,"Stade Toulousain"
"1573","2013-2014","J15","2013-12-29","Stade Français Paris","USA Perpignan",19,12,"Stade Jean Bouin","HENDRIK VAN DER MERWE","LAURENT SEMPÉRÉ","RABAH SLIMANI","ALEXANDRE FLANQUART","PASCAL PAPÉ","ANTOINE BURBAN","PIERRE RABADAN","SERGIO STADE FRANÇAIS PARISSE","JÉRÔME FILLOL","JULES PLISSON","DIGBY IOANE","JONATHAN DANTY","PAUL WILLIAMS","JULIEN ARIAS","HUGO BONNEVAL","MICHAEL VAN VUUREN","DAVID ATTOUB","GERHARD MOSTERT","SCOTT LAVALLA","JULIEN DUPUY","MORNÉ STEYN","JÉRÔME PORICAL","SAKARIA TAULAFO","ALISONA TAUMALOLO","GUILHEM GUIRADO","PAULICA ION","LUKE CHARTERIS","ROMAIN TAOFIFENUA","DANIEL LEO","ALASDAIR STROKOSCH","LUKE NARRAWAY","DEWALDT DUVENAGE","JAMES HOOK","WANDILE MJEKEVU","WATISONI VOTU","TOMMASO BENVENUTI","SOFIANE GUITOUNE","JOFFREY MICHEL","ROMAIN TERRAIN","SÉBASTIEN TAOFIFENUA","GUILLAUME VILACECA","JEAN-PIERRE PEREZ","NICOLAS DURAND","DAVID MARTY","LIFEIMI MAFI","KISI PULU",0,7,"Stade Français Paris"
"1574","2013-2014","J15","2013-12-29","Montpellier Hérault Rugby","Biarritz Olympique PB",48,22,"Stade Yves Du Manoir (Montpellier)","YVAN WATREMEZ","MICKAËL IVALDI","NICOLAS MAS","JIM HAMILTON","THIBAUT PRIVAT","KÉLIAN GALLETIER","MAMUKA GORGODZE","ALEX TULOU","BENOÎT PAILLAUGUE","FRANÇOIS TRINH-DUC","YOAN AUDRIN","WYNAND OLIVIER","RENE RANGER","TIMOCI NAGUSA","PIERRE BÉRARD","CHARLES GÉLI","MAXIMILIANO BUSTOS","MICKAËL DE MARCO","PAUL GRANT","ERIC ESCANDE","THOMAS COMBEZOU","ANTHONY FLOCH","NA'AMA LELEIMALEFAGA","FABIEN BARCELLA","ARNAUD HÉGUY","EUGÈNE VAN STADEN","ERIK LUND","ERIC DOS SANTOS MADEIRA","BENOÎT GUYOT","UELENI FONO","IMANOL HARINORDOQUY","YANN LESGOURGUES","DIMITRI YACHVILI","TEDDY THOMAS","DAMIEN TRAILLE","BENOIT BABY","TAKUDZWA NGWENYA","JOE PIETERSEN","JEAN-PHILIPPE GENEVOIS","THOMAS SYNAEGHEL","JOSHUA FURNO","RAPHAËL LAKAFIA","JULIEN PEYRELONGUE","ALED BREW","GEOFFREY SELLA","BEN BROSTER",0,26,"Montpellier Hérault Rugby"
"1575","2013-2014","J15","2013-12-29","FC Grenoble Rugby","Castres Olympique",20,16,"Stade des Alpes","ALBERTUS BUCKLE","VINCENT CAMPO","DAYNA EDWARDS","HENDRIK ROODT","ANDREW FARLEY","JONATHAN BEST","FABIEN ALEXANDRE","PETER KIMLIN","JAMES HART","BLAIR STEWART","BENJAMIN THIÉRY","NIGEL HUNT","GEOFFROY MESSINA","ALIPATE RATINI","FABIEN GENGENBACHER","KENAN MUTAPCIC","LAURENT BOUCHET","BEN HAND","HENRY VANDERGLAS","FLORIAN FAURE","JULIEN CAMINATI","VALENTIN COURRENT","RICHARD CHOIRAT","SAIMONE TAUMOEPEAU","MARC-ANTOINE RALLIER","KARENA WIHONGI","RICHIE GRAY","RODRIGO CAPO ORTEGA","PIULA FAASALELE","YANNICK CABALLERO","JANNIE BORNMAN","CÉDRIC GARCIA","RÉMI TALÈS","MAX EVANS","SEREMAIA BAÏ","ROMAIN CABANNES","MARCEL GARVEY","GEOFFREY PALIS","MIHAÏTA LAZAR","YANNICK FORESTIER","BENJAMIN DESROCHE","PEDRIE WANNENBURG","JULIEN TOMAS","RÉMI LAMERAT","RÉMY GROSSO","ANTON PEIKRISHVILI",0,4,"FC Grenoble Rugby"
"1576","2013-2014","J15","2013-12-29","ASM Clermont","Oyonnax",33,19,"Parc des Sports Marcel Michelin","THOMAS DOMINGO","BENJAMIN KAYSER","DAVIT ZIRAKASHVILI","JAMIE CUDMORE","NATHAN HINES","FRITZ LEE","JULIEN BARDY","DAMIEN CHOULY","THIERRY LACRAMPE","MIKE DELANY","JULIEN MALZIEU","NOA NAKAITACI","REGAN KING","SITIVENI SIVIVATU","JEAN-MARCELLIN BUTTIN","BENOIT CABELLO","VINCENT DEBATY","JULIEN PIERRE","GERHARD VOSLOO","LUDOVIC RADOSAVLJEVIC","BROCK JAMES","BENSON STANLEY","CLÉMENT RIC","ANTOINE TICHIT","NEIL CLARK","CLÉMENT BAIOCCO","THIBAULT LASSALLE","DAMIEN LAGRANGE","JOE EL ABD","SCOTT NEWLANDS","NEMIA SOQETA","AGUSTIN FIGUEROLA","RÉGIS LESPINAS","SAMU WARA","PIERRE AGUILLON","GUILLAUME BOUSSES","SILVÈRE TIAN","LUCAS AMOROSINO","JODY JENNEKER","MARC CLERC","DAMIAN BROWNE","VALENTIN URSACHE","FABIEN CIBRAY","BENJAMIN URDAPILLETA","HEMANI PAEA","LUKAS RAPANT",0,14,"ASM Clermont"
"1577","2013-2014","J15","2013-12-29","Union Bordeaux-Bègles","CA Brive",27,23,"Jacques Chaban-Delmas","JEAN-BAPTISTE POUX","OLE AVEI","SILVIU FLOREA","JANDRÉ MARAIS","ADAM JAULHAC","LOUIS-BENOÎT MADAULE","MATTHEW CLARKIN","TAIASINA TUIFUA","HEINI ADAMS","PIERRE BERNARD","BLAIR CONNOR","JULIEN REY","FÉLIX LE BOURHIS","METUISELA TALEBULA","DARLY DOMVO","CLÉMENT MAYNADIER","LAURENT DELBOULBÈS","ALIKISIO FAKATE","HUGH CHALMERS","THIBAULT LACROIX","EMMANUEL SAUBUSSE","NICOLÁS SANCHEZ","PATRICK TOETU","GODERZI SHVELIDZE","FRANÇOIS DA ROS","KEVIN BUYS","SIMON PINET","ARNAUD MELA","PETRUS HAUMAN","DOMINIKO WAQANIBUROTU","SISARO KOYAMAIBOLE","JEAN-BAPTISTE PÉJOINE","ROMAIN SOLA","ALFIFELETI MAFI","ANDREW MA'ILEI","THOMAS LARANJEIRA","GUILLAUME NAMY","GAËTAN GERMAIN","GUILLAUME RIBES","KARLEN ASIESHVILI","JULIEN LEDEVEDEC","HUGUES BRIATTE","DAMIEN NEVEU","RIAAN SWANEPOEL","MALAKAI RADIKEDIKE","ARANOS COETZEE",0,4,"Union Bordeaux-Bègles"
"1578","2013-2014","J15","2013-12-29","Aviron Bayonnais","Stade Toulousain",21,13,"Stade Jean Dauger","ARETZ IGUINIZ","DAVID ROUMIEU","NEEMIA TIALATA","DEWALD SENEKAL","LISIATE FA'AOSO","MARK CHISHOLM","JEAN MONRIBOT","CHARLES OLLIVON","MATHIEU BÉLIE","SANTIAGO FERNANDEZ","MARVIN O'CONNOR","GABIRIELE LOVOBALAVU","JOE ROKOCOKO","MARTIN BUSTOS-MOYANO","SCOTT SPEDDING","ANTHONY ÉTRILLARD","VITOLIO MANUKULA","ABDELLATIF BOUTATY","JEAN-JOSEPH MARMOUYET","GUILLAUME ROUET","STEPHEN BRETT","BASTIEN FUSTER","GERT MULLER","GURTHRÖ STEENKAMP","CHILIBOY RALEPELLE","YOHAN MONTÈS","YOANN MAESTRI","PATRICIO ALBACETE","YANNICK NYANGA","THIERRY DUSAUTOIR","LOUIS PICAMOLES","JEAN-MARC DOUSSAIN","LIONEL BEAUXIS","HOSEA GEAR","GAËL FICKOU","YANN DAVID","MAXIME MÉDARD","CLÉMENT POITRENAUD","CHRISTOPHER TOLOFUA","SCHALK FERREIRA","IOSEFA TEKORI","YACOUBA CAMARA","JANO VERMAAK","YOANN HUGET","ROMAIN MILLO-CHLUSKI","ANTOINE GUILLAMON",0,8,"Aviron Bayonnais"
"1579","2013-2014","J15","2013-12-29","Racing 92","RC Toulon",14,3,"Stade Yves Du Manoir (Colombes)","DAVIT KHINCHAGISHVILI","DIMITRI SZARZEWSKI","LUC DUCALCON","JUANDRÉ KRUGER","FABRICE METZ","ANTOINE BATTUT","BERNARD LE ROUX","MASI MATADIGO","MAXIME MACHENAUD","JOHNNY SEXTON","MARC ANDREU","JAMIE ROBERTS","FABRICE ESTEBANEZ","ADRIEN PLANTÉ","BENJAMIN LAPEYRE","VIRGILE LACOMBE","EDDY BEN AROUS","KARIM GHEZAL","CAMILLE GÉRONDEAU","MIKE PHILLIPS","JUAN MARTIN HERNANDEZ","HENRY CHAVANCY","BRIAN MUJATI","EMMANUEL FELSINA","BENJAMIN NOIROT","CARL HAYMAN","BAKKIES BOTHA","JOCELINO SUTA","JUAN SMITH","PIERRICK GUNTHER","STEFFON ARMITAGE","MICHAEL CLAASSENS","JONNY WILKINSON","RUDI WULF","MATT GITEAU","MAXIME MERMOZ","DREW MITCHELL","DELON ARMITAGE","JEAN-CHARLES ORIOLI","XAVIER CHIOCCI","ALI WILLIAMS","JOE VAN NIEKERK","DAVID SMITH","JOSUA TUISOVA","KONSTANTINE MIKAUTADZE","LEVAN CHILACHAVA",0,11,"Racing 92"
"1580","2013-2014","J16","2014-01-03","Castres Olympique","Union Bordeaux-Bègles",15,9,"Stade Pierre Antoine","MIHAÏTA LAZAR","MARC-ANTOINE RALLIER","KARENA WIHONGI","RICHIE GRAY","RODRIGO CAPO ORTEGA","JANNIE BORNMAN","YANNICK CABALLERO","PEDRIE WANNENBURG","JULIEN TOMAS","RÉMI TALÈS","GEOFFREY PALIS","RÉMI LAMERAT","ROMAIN CABANNES","MAX EVANS","BRICE DULIN","SAIMONE TAUMOEPEAU","FLORIAN HOUERIE","CHRISTOPHE SAMSON","IBRAHIM DIARRA","CÉDRIC GARCIA","SEREMAIA BAÏ","RÉMY GROSSO","ANTON PEIKRISHVILI","LAURENT DELBOULBÈS","CLÉMENT MAYNADIER","BENJAMIN SA","CAMERON TRELOAR","ALIKISIO FAKATE","MATT GRAHAM","HUGH CHALMERS","TAIASINA TUIFUA","HEINI ADAMS","NICOLÁS SANCHEZ","BLAIR CONNOR","THIBAULT LACROIX","FÉLIX LE BOURHIS","METUISELA TALEBULA","DARLY DOMVO","OLE AVEI","JEAN-BAPTISTE POUX","JANDRÉ MARAIS","POUTASI LUAFUTU","MATTHEW CLARKIN","BAPTISTE SERIN","ROMAIN LONCA","SILVIU FLOREA",0,6,"Castres Olympique"
"1581","2013-2014","J16","2014-01-04","RC Toulon","FC Grenoble Rugby",21,22,"Stade Mayol","XAVIER CHIOCCI","JEAN-CHARLES ORIOLI","MARTIN CASTROGIOVANNI","BAKKIES BOTHA","JOCELINO SUTA","JUAN SMITH","VIRGILE BRUNI","STEFFON ARMITAGE","SÉBASTIEN TILLOUS-BORDE","JONNY WILKINSON","DAVID SMITH","MAXIME MERMOZ","MATHIEU BASTAREAUD","DREW MITCHELL","DELON ARMITAGE","BENJAMIN NOIROT","FLORIAN FRESIA","KONSTANTINE MIKAUTADZE","PIERRICK GUNTHER","MATT GITEAU","RUDI WULF","MICHAEL CLAASSENS","CARL HAYMAN","KENAN MUTAPCIC","VINCENT CAMPO","RICHARD CHOIRAT","NAUDE BEUKES","BEN HAND","CÉDRIC BÉAL","JONATHAN BEST","PETER KIMLIN","VALENTIN COURRENT","FABIEN GENGENBACHER","ALIPATE RATINI","NIGEL HUNT","GEOFFROY MESSINA","MATTHIEU NICOLAS","BENJAMIN THIÉRY","ALBERTUS BUCKLE","LAURENT BOUCHET","HENDRIK ROODT","FLORIAN FAURE","HENRY VANDERGLAS","NICOLAS BÉZY","JULIEN CAMINATI","DAYNA EDWARDS",0,-1,"FC Grenoble Rugby"
"1582","2013-2014","J16","2014-01-04","Biarritz Olympique PB","Stade Français Paris",6,18,"Parc des Sports d'Aguilera","THOMAS SYNAEGHEL","JEAN-PHILIPPE GENEVOIS","FRANCISCO GOMEZ KODELA","ERIK LUND","ADDISON LOCKLEY","BENOÎT GUYOT","RAPHAËL LAKAFIA","IMANOL HARINORDOQUY","YANN LESGOURGUES","DIMITRI YACHVILI","ALED BREW","SEREMAIA BUROTU","BENOIT BABY","TAKUDZWA NGWENYA","DAMIEN TRAILLE","ARNAUD HÉGUY","FABIEN BARCELLA","JOSHUA FURNO","UELENI FONO","JULIEN PEYRELONGUE","CHARLES GIMENEZ","JOE PIETERSEN","BEN BROSTER","SAKARIA TAULAFO","LAURENT SEMPÉRÉ","RABAH SLIMANI","ALEXANDRE FLANQUART","GERHARD MOSTERT","ANTOINE BURBAN","SCOTT LAVALLA","SERGIO STADE FRANÇAIS PARISSE","JULIEN DUPUY","MORNÉ STEYN","DIGBY IOANE","JONATHAN DANTY","GEOFFREY DOUMAYROU","WAISEA NAYACALEVU","HUGO BONNEVAL","MICHAEL VAN VUUREN","DAVID ATTOUB","PASCAL PAPÉ","DAVID LYONS","JÉRÔME FILLOL","JULES PLISSON","PAUL WILLIAMS","HENDRIK VAN DER MERWE",0,-12,"Stade Français Paris"
"1583","2013-2014","J16","2014-01-04","Oyonnax","Racing 92",6,0,"Stade Charles Mathon","ANTOINE TICHIT","JODY JENNEKER","MARC CLERC","THIBAULT LASSALLE","DAMIAN BROWNE","JOE EL ABD","VALENTIN URSACHE","NEMIA SOQETA","AGUSTIN FIGUEROLA","RÉGIS LESPINAS","SILVÈRE TIAN","ROIMATA HANSELL PUNE","GUILLAUME BOUSSES","SAMU WARA","LUCAS AMOROSINO","NEIL CLARK","RUAAN DU PREEZ","DAMIEN LAGRANGE","SCOTT NEWLANDS","FABIEN CIBRAY","HEMANI PAEA","DUG CODJO","ERWAN IAPTEFF","EDDY BEN AROUS","DIMITRI SZARZEWSKI","LUC DUCALCON","JUANDRÉ KRUGER","FABRICE METZ","ANTOINE BATTUT","BERNARD LE ROUX","MASI MATADIGO","MAXIME MACHENAUD","JOHNNY SEXTON","BENJAMIN FALL","FABRICE ESTEBANEZ","HENRY CHAVANCY","ADRIEN PLANTÉ","BENJAMIN LAPEYRE","VIRGILE LACOMBE","SOANE TONGA'UIHA","KARIM GHEZAL","CAMILLE GÉRONDEAU","DAN LYDIATE","JUAN MARTIN HERNANDEZ","MIKE PHILLIPS","BRIAN MUJATI",0,6,"Oyonnax"
"1584","2013-2014","J16","2014-01-04","USA Perpignan","Aviron Bayonnais",20,8,"Stade Aimé Giral","ALISONA TAUMALOLO","GUILHEM GUIRADO","PAULICA ION","LUKE CHARTERIS","ROMAIN TAOFIFENUA","JUSTIN PURLL","ALASDAIR STROKOSCH","DANIEL LEO","NICOLAS DURAND","JAMES HOOK","WANDILE MJEKEVU","WATISONI VOTU","DAVID MARTY","SOFIANE GUITOUNE","JOFFREY MICHEL","ROMAIN TERRAIN","SÉBASTIEN TAOFIFENUA","SÉBASTIEN VAHAAMAHINA","LUKE NARRAWAY","TOM ECOCHARD","TOMMY ALLAN","LIFEIMI MAFI","KISI PULU","ARETZ IGUINIZ","DAVID ROUMIEU","NEEMIA TIALATA","DEWALD SENEKAL","LISIATE FA'AOSO","MARK CHISHOLM","JEAN MONRIBOT","CHARLES OLLIVON","MATHIEU BÉLIE","STEPHEN BRETT","MARVIN O'CONNOR","GABIRIELE LOVOBALAVU","JOE ROKOCOKO","BASTIEN FUSTER","SCOTT SPEDDING","ANTHONY ÉTRILLARD","VITOLIO MANUKULA","ABDELLATIF BOUTATY","JEAN-JOSEPH MARMOUYET","CHRISTOPHE LOUSTALOT","SANTIAGO FERNANDEZ","MARTIN BUSTOS-MOYANO","GERT MULLER",0,12,"USA Perpignan"
"1585","2013-2014","J16","2014-01-04","CA Brive","Montpellier Hérault Rugby",15,9,"Stade Amédée Domenech","KARLEN ASIESHVILI","GUILLAUME RIBES","PATRICK BARNARD","JULIEN LEDEVEDEC","ARNAUD MELA","PETRUS HAUMAN","DOMINIKO WAQANIBUROTU","SISARO KOYAMAIBOLE","JEAN-BAPTISTE PÉJOINE","RIAAN SWANEPOEL","MALAKAI RADIKEDIKE","THOMAS LARANJEIRA","ARNAUD MIGNARDI","GUILLAUME NAMY","GAËTAN GERMAIN","FRANÇOIS DA ROS","GODERZI SHVELIDZE","SIMON PINET","HUGUES BRIATTE","THOMAS SANCHOU","ROMAIN SOLA","ALFIFELETI MAFI","KEVIN BUYS","MISHA NARIASHVILI","MICKAËL IVALDI","NICOLAS MAS","JIM HAMILTON","THIBAUT PRIVAT","KÉLIAN GALLETIER","MAMUKA GORGODZE","ALEX TULOU","BENOÎT PAILLAUGUE","FRANÇOIS TRINH-DUC","YOAN AUDRIN","THOMAS COMBEZOU","RENE RANGER","TIMOCI NAGUSA","PIERRE BÉRARD","CHARLES GÉLI","YVAN WATREMEZ","SITALEKI TIMANI","JOHN BEATTIE","ERIC ESCANDE","ANTHONY TUITAVAKE","ANTHONY FLOCH","MAXIMILIANO BUSTOS",0,6,"CA Brive"
"1586","2013-2014","J16","2014-01-05","Stade Toulousain","ASM Clermont",19,12,"Stade Ernest Wallon","SCHALK FERREIRA","CHRISTOPHER TOLOFUA","YOHAN MONTÈS","ROMAIN MILLO-CHLUSKI","PATRICIO ALBACETE","YANNICK NYANGA","THIERRY DUSAUTOIR","LOUIS PICAMOLES","JANO VERMAAK","JEAN-MARC DOUSSAIN","HOSEA GEAR","CLÉMENT POITRENAUD","YANN DAVID","YOANN HUGET","MAXIME MÉDARD","CHILIBOY RALEPELLE","GURTHRÖ STEENKAMP","YOANN MAESTRI","YACOUBA CAMARA","SÉBASTIEN BÉZY","GAËL FICKOU","IOSEFA TEKORI","DORIAN ALDEGHERI","VINCENT DEBATY","TI'I PAULO","DAVIT ZIRAKASHVILI","JULIEN PIERRE","LOÏC JACQUET","JULIEN BONNAIRE","GERHARD VOSLOO","DAMIEN CHOULY","LUDOVIC RADOSAVLJEVIC","BROCK JAMES","NAPOLIONI NALAGA","WESLEY FOFANA","BENSON STANLEY","JULIEN MALZIEU","JEAN-MARCELLIN BUTTIN","BENJAMIN KAYSER","RAPHAËL CHAUME","PAUL JEDRASIAK","ARTHUR ROULIN","THIERRY LACRAMPE","MIKE DELANY","NOA NAKAITACI","DANIEL KOTZE",0,7,"Stade Toulousain"
"1587","2013-2014","J17","2014-01-24","Stade Français Paris","Castres Olympique",32,6,"Stade Jean Bouin","HENDRIK VAN DER MERWE","RÉMI BONFILS","DAVID ATTOUB","ANTON VAN ZYL","GERHARD MOSTERT","SCOTT LAVALLA","PIERRE RABADAN","SERGIO STADE FRANÇAIS PARISSE","JULIEN DUPUY","MORNÉ STEYN","JULIEN ARIAS","MEYER BOSMAN","GEOFFREY DOUMAYROU","WAISEA NAYACALEVU","HUGO BONNEVAL","MICHAEL VAN VUUREN","SAKARIA TAULAFO","CARL WEGNER","DAVID LYONS","JÉRÔME FILLOL","JULES PLISSON","DIGBY IOANE","DAVIT KUBRIASHVILI","SAIMONE TAUMOEPEAU","BRICE MACH","KARENA WIHONGI","RICHIE GRAY","RODRIGO CAPO ORTEGA","IBRAHIM DIARRA","YANNICK CABALLERO","PIULA FAASALELE","RORY KOCKOTT","DANIEL KIRKPATRICK","RÉMY GROSSO","RÉMI LAMERAT","ROMAIN CABANNES","MARCEL GARVEY","GEOFFREY PALIS","MATHIEU BONELLO","MIHAÏTA LAZAR","BENJAMIN DESROCHE","JANNIE BORNMAN","CÉDRIC GARCIA","SEREMAIA BAÏ","MAX EVANS","ANTON PEIKRISHVILI",0,26,"Stade Français Paris"
"1588","2013-2014","J17","2014-01-25","Racing 92","Stade Toulousain",25,5,"Stade de France","EDDY BEN AROUS","VIRGILE LACOMBE","LUC DUCALCON","JUANDRÉ KRUGER","FRANÇOIS VAN DER MERWE","ANTOINE BATTUT","DAN LYDIATE","JACQUES CRONJE","MIKE PHILLIPS","JOHNNY SEXTON","MARC ANDREU","JAMIE ROBERTS","HENRY CHAVANCY","JUAN IMHOFF","BENJAMIN LAPEYRE","JÉRÉMIE MAUROUARD","JULIEN BRUGNAUT","KARIM GHEZAL","JONE QOVU","LAURENT MAGNAVAL","BENJAMIN DAMBIELLE","FABRICE ESTEBANEZ","BRIAN MUJATI","GURTHRÖ STEENKAMP","CHRISTOPHER TOLOFUA","YOHAN MONTÈS","ROMAIN MILLO-CHLUSKI","PATRICIO ALBACETE","YACOUBA CAMARA","IOSEFA TEKORI","GILLIAN GALAN","JANO VERMAAK","LIONEL BEAUXIS","HOSEA GEAR","CLÉMENT POITRENAUD","YANN DAVID","VINCENT CLERC","JEAN-PASCAL BARRAQUE","CHILIBOY RALEPELLE","SCHALK FERREIRA","EDWIN MAKA","AKAPUSI QERA","SÉBASTIEN BÉZY","TIMOCI MATANAVOU","ARTHUR BONNEVAL","CENSUS JOHNSTON",0,20,"Racing 92"
"1589","2013-2014","J17","2014-01-25","FC Grenoble Rugby","USA Perpignan",25,19,"Stade Lesdiguières","KENAN MUTAPCIC","VINCENT CAMPO","DAYNA EDWARDS","HENDRIK ROODT","BEN HAND","JONATHAN BEST","FABIEN ALEXANDRE","FLORIAN FAURE","JAMES HART","BLAIR STEWART","MATTHIEU NICOLAS","NIGEL HUNT","GEOFFROY MESSINA","ALIPATE RATINI","FABIEN GENGENBACHER","LAURENT BOUCHET","ALBERTUS BUCKLE","NAUDE BEUKES","HENRY VANDERGLAS","ANDREW FARLEY","JULIEN CAMINATI","VALENTIN COURRENT","RICHARD CHOIRAT","ALISONA TAUMALOLO","GUILHEM GUIRADO","GIORGI JGENTI","DANIEL LEO","ROMAIN TAOFIFENUA","JEAN-PIERRE PEREZ","ALASDAIR STROKOSCH","JUSTIN PURLL","TOM ECOCHARD","JAMES HOOK","TOMMASO BENVENUTI","SIONE PIUKALA","DAVID MARTY","WATISONI VOTU","JOFFREY MICHEL","ROMAIN TERRAIN","SÉBASTIEN TAOFIFENUA","SÉBASTIEN VAHAAMAHINA","KARL CHATEAU","TOMMY ALLAN","LIFEIMI MAFI","RICHARD HAUGHTON","KISI PULU",0,6,"FC Grenoble Rugby"
"1590","2013-2014","J17","2014-01-25","Montpellier Hérault Rugby","Union Bordeaux-Bègles",28,23,"Stade Yves Du Manoir (Montpellier)","MISHA NARIASHVILI","CHARLES GÉLI","MAXIMILIANO BUSTOS","ROBINS TCHALÉ-WATCHOU","THIBAUT PRIVAT","ALEXANDRE BIAS","MAMUKA GORGODZE","JOHN BEATTIE","ERIC ESCANDE","FRANÇOIS TRINH-DUC","TIMOCI NAGUSA","ROBERT EBERSOHN","ANTHONY TUITAVAKE","RENE RANGER","PIERRE BÉRARD","MICKAËL IVALDI","YVAN WATREMEZ","SITALEKI TIMANI","ALEX TULOU","BENOÎT PAILLAUGUE","LUCAS DUPONT","ANTHONY FLOCH","PAEA FA'ANUNU","JEAN-BAPTISTE POUX","OLE AVEI","PATRICK TOETU","JANDRÉ MARAIS","ALIKISIO FAKATE","LOUIS-BENOÎT MADAULE","HUGH CHALMERS","MATTHEW CLARKIN","HEINI ADAMS","PIERRE BERNARD","BLAIR CONNOR","THIBAULT LACROIX","FÉLIX LE BOURHIS","METUISELA TALEBULA","DARLY DOMVO","BENAT AUZQUI","JEFFERSON POIROT","CAMERON TRELOAR","TAIASINA TUIFUA","EMMANUEL SAUBUSSE","ROMAIN LONCA","CHARLES BROUSSE","SILVIU FLOREA",0,5,"Montpellier Hérault Rugby"
